series_id,area_id,center_t1,to_class,kliep_abs,cva_mag_mean,overall_score,change_date
S01,A01,31,building,0.5184,0.5823,0.55035,2024-09-09
S01,A01,30,building,0.5798,0.4347,0.50725,2024-09-07
S01,A01,59,building,0.0817,0.3106,0.19615,2025-02-01
