series_id,area_id,center_t1,to_class,kliep_abs,cva_mag_mean,overall_score,change_date
S01,A01,60,building,0.6651,0.5268,0.59595,2021-10-13
S01,A01,50,building,0.0844,0.3327,0.20855,2021-09-03
S01,A01,51,building,0.0867,0.2944,0.19055,2021-09-05
