series_id,area_id,center_t1,to_class,kliep_abs,cva_mag_mean,overall_score,change_date
S01,A01,18,road,0.7229,0.5578,0.64035,2023-02-28
S01,A01,39,road,0.5845,0.4709,0.5277000000000001,2023-06-23
S01,A01,12,road,0.3797,0.3632,0.37145,2023-02-01
