series_id,area_id,center_t1,to_class,kliep_abs,cva_mag_mean,overall_score,change_date
S01,A01,17,building,0.8077,0.5395,0.6736,2019-07-11
S01,A01,19,building,0.1897,0.7635,0.47659999999999997,2019-07-31
S01,A01,22,building,0.2708,0.5629,0.41684999999999994,2019-08-20
